,formatted_data,seven_digit,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id
7685,Hassan Annouri - Gutes Mädchen,8402848,259.26485,0.235,1,0.605,-7.409,0,0.537,250.694,96.043,4,0.415,b'TRBICDG12903CBBAC6'
7686,Justo Almario - In Your Dreams,4959169,243.43465,0.345,7,0.768,-8.864,1,0.657,227.515,216.557,7,1.0,b'TRBICPL128F9303BB0'
7687,Sonny Terry / Brownie McGhee - I Woke Up One Morning And I Could Hardly See,2990417,343.84934,0.0,5,0.672,-17.431,1,0.457,336.103,100.82,3,1.0,b'TRBICXY128F428A9C8'
7688,Guns N' Roses - Patience,163361,402.36363,0.0,6,0.741,-5.454,1,0.82,402.364,122.838,4,0.554,b'TRBICGT128E0792473'
7689,Strata - Night Falls (The Weight Of It),7004188,201.27302,0.346,5,0.426,-3.892,0,0.544,192.557,125.562,4,1.0,b'TRBICVB128F9326B65'
7690,Willie Isz - Violet Heart Box,5286106,338.72934,0.0,1,0.0,-6.988,1,0.089,331.564,83.573,1,1.0,b'TRBICHF128F92E42FA'
7691,Bob Crosby - The World Is Waiting For The Sunrise,529780,173.73995,0.206,2,0.715,-10.713,1,0.664,167.12,119.763,4,1.0,b'TRBICJM128F1490DE4'
7692,Dungeon Family - Follow The Light,3314250,264.6722,0.0,0,0.153,-7.228,0,0.307,243.989,117.004,4,1.0,b'TRBICRP128F42882BB'
7693,Jazz Gillum - Maybe You'll Love Me Too,1872999,191.86893,0.403,4,0.341,-16.83,1,0.401,184.633,98.563,1,0.0,b'TRBICFZ128F429F9E1'
7694,PMD - Let it go Interlude,5095614,44.2771,0.0,2,0.086,-20.656,1,0.237,42.057,70.123,1,0.514,b'TRBICQR128F9322603'
7695,Séamus Ennis - The Little Stack Of Barley / Cronin's Hornpipe,7185589,249.73016,0.0,1,0.747,-16.808,1,0.712,244.123,162.356,4,0.721,b'TRBICCR128F9352E4F'
7696,Jeremy Spencer - It Hurts Me Too,2615901,289.77587,0.113,0,1.0,-11.992,1,0.561,279.829,92.433,3,0.574,b'TRBICWI128F4234787'
7697,Hélio Ziskind - Cocoricó (Abertura),7790400,60.70812,0.102,11,0.0,-7.063,1,0.178,58.636,200.617,4,0.379,b'TRBICWB12903C9D763'
7698,Felix Slatkin/Concert Arts Symphonic Band - The Star-Spangled Banner (1998 Digital Remaster),1609348,108.35546,11.819,5,0.83,-16.154,1,0.825,101.541,92.499,4,0.629,b'TRBIDYF128F42680C4'
7699,Daylight Torn - Sebastian,1981030,225.07057,0.241,6,0.945,-6.742,0,0.823,215.917,135.91,3,0.771,b'TRBIDPO128F423508A'
7700,DJ Slugo - Vulture 4,3707192,193.04444,0.0,1,0.804,-11.704,1,0.485,193.044,74.985,1,0.0,b'TRBIDWY128F92E7BD9'
7701,Monique Morelli - Mort,4142768,136.07138,0.299,0,0.281,-16.558,0,0.493,122.41,122.976,4,0.217,b'TRBIDKS128F92CA8AD'
7702,Curt Bois - Lucindy,6101881,153.52118,0.107,0,0.4,-22.377,1,0.421,145.908,91.568,4,0.562,b'TRBIDGE128F9333791'
7703,Carlos Nuñez - Gabriel's Oboe (La Mision),4928100,179.64363,2.473,11,0.79,-10.375,1,0.732,174.597,131.986,5,0.285,b'TRBIDRG128F92FC6E5'
7704,Tampa Red - No Matter How She Done It,1041091,178.25914,0.381,0,0.767,-12.518,1,0.721,174.591,109.961,1,0.0,b'TRBIDUK128F42806A4'
7705,Semprini - Rhapsody In Blue (2003 Digital Remaster),293149,517.0673,0.131,10,0.439,-18.993,1,0.633,511.599,137.687,4,0.332,b'TRBIDFH128F1464397'
7706,Cowboy Mouth - My Little Blue One,4918432,164.57098,0.0,2,0.995,-9.043,1,0.791,156.787,85.268,4,0.063,b'TRBIDUD128F92FA11C'
7707,Ultra X - Break Em,2855454,209.13587,0.102,1,0.01,-7.846,1,0.376,193.225,101.458,4,0.453,b'TRBIEZY128F426C432'
7708,The Lord Henry - Is This Legal,5990136,239.59465,0.107,11,0.0,-5.168,0,0.309,216.491,142.991,4,0.0,b'TRBIEUG128F9318813'
7709,Michael English - Come On Home,6120696,189.88363,0.225,2,0.865,-10.614,1,0.728,180.901,123.29,4,0.91,b'TRBIECT128F933810B'
7710,Floyd Cramer - Near You,3356013,117.4722,0.293,2,0.186,-16.438,1,0.293,114.596,83.724,4,0.0,b'TRBIEXO128F429233D'
7711,Antonio Koudele - Track BALLERINA GIRL,7184567,195.5522,0.085,7,0.77,-14.773,1,0.827,189.225,88.12,3,1.0,b'TRBIEVL128F9352A51'
7712,Kanye West - Diamonds From Sierra Leone,511692,247.64036,2.014,7,0.569,-5.597,1,0.578,242.707,81.53,4,0.859,b'TRBIEIZ128F148D778'
7713,X-Ecutioners featuring Big Pun - The Drama (intro),3182513,65.72363,2.775,1,0.531,-14.843,1,0.377,61.649,115.498,3,0.199,b'TRBIEUL128F4268D07'
7714,Los Iracundos - La Bambola,6489748,149.36771,0.258,1,0.661,-10.857,0,0.67,144.968,125.717,1,0.0,b'TRBIERO12903CC4BF5'
7715,Mannheim Steamroller - On The Edge Of Forever,7601998,277.65506,0.131,0,0.626,-19.196,1,0.612,267.552,109.831,4,1.0,b'TRBIEJU12903CE6489'
7716,Mart'nália - Brasil pandeiro,8381327,242.59873,0.0,0,0.518,-7.956,1,0.439,242.599,96.978,4,0.558,b'TRBIEHQ12903CB66CE'
7717,John Wesley - Alone Together (Live Acoustic),5159029,166.03383,0.0,4,0.688,-13.554,1,0.638,158.929,150.986,3,1.0,b'TRBIEGC128F93317E6'
7718,Yolandita Monge - Soy Un Poco De Ti - Original,5239381,181.49832,0.127,0,0.502,-11.095,1,0.459,168.281,114.325,4,0.735,b'TRBIEOB128F9345157'
7719,Sivuca - Rapaz De Bem,4115094,185.73016,0.705,5,0.552,-17.45,1,0.43,182.184,181.239,1,0.0,b'TRBIELT128F93381E6'
7720,Bad Company - Crazy Circles,5567593,211.1473,0.194,0,0.614,-8.958,1,0.634,204.487,194.283,7,0.47,b'TRBIBAQ128F93279F5'
7721,Dilated Peoples Featuring Black Thought - Hard Hitters,279841,236.72118,0.0,7,0.714,-5.265,1,0.565,222.801,87.326,4,1.0,b'TRBIBOJ128F14618D4'
7722,Nichols - Fica ma mi,7026134,214.46485,0.101,0,0.723,-5.609,0,0.507,199.605,167.941,4,0.595,b'TRBIBFY128F932C0E3'
7723,Sonora Santanera - Saca La Botella,5778682,150.72608,0.194,2,0.624,-8.215,0,0.557,147.278,94.257,4,0.507,b'TRBIBSK128F92E5624'
7724,Madonna - Papa Don't Preach,6533305,269.58322,0.198,5,0.153,-3.579,0,0.38,259.802,121.948,4,0.303,b'TRBIBLJ12903CCF436'
7725,Tim Exile - Fortress,5879473,369.57995,0.0,1,0.0,-6.555,1,0.114,356.926,110.0,4,0.662,b'TRBIBTU128F92FDC9D'
7726,The Jam - Start!,146941,147.64363,3.413,7,0.75,-12.793,1,0.754,147.644,144.424,4,0.797,b'TRBIBTE128E078E882'
7727,Phantom Planet - The Meantime,3470291,209.34485,0.299,2,0.205,-4.507,1,0.394,206.176,122.488,3,1.0,b'TRBIBGN128F42ADC66'
7728,Samy Deluxe - Die Meisten,1136696,235.98975,0.0,1,0.554,-7.557,1,0.637,233.72,85.865,4,0.651,b'TRBIBKA128F42947BF'
7729,Sir Neville Marriner - Two Elegiac Melodies Op. 34: 2. The Last Spring,615229,296.80281,3.408,7,0.651,-21.254,1,0.628,278.343,61.634,5,0.527,b'TRBIBSS128F14A205E'
7730,Drop Dead_ Gorgeous - Are You Happy (Album Version),2814848,96.10404,0.0,0,1.0,-3.973,0,0.802,92.34,200.289,1,0.936,b'TRBIBVM128F4262E9D'
7731,The Jackson Southernaires - No Coward Soldier,2568657,273.162,0.31,8,0.003,-11.718,1,0.183,260.005,115.434,4,1.0,b'TRBIBKU128F422A0E3'
7732,Pardesi - Akhan Nay Sharab,5870701,263.52281,0.252,11,0.034,-12.781,0,0.243,249.098,90.811,4,0.779,b'TRBIBSN128F92FBA64'
7733,Sane Band - Thats life,2820002,262.53016,0.311,9,0.592,-15.751,1,0.553,249.574,148.071,4,0.616,b'TRBIBLK128F4264240'
7734,Open Hand - 11th Street,7953330,278.56934,0.0,10,0.538,-4.842,1,0.659,275.818,156.581,1,0.0,b'TRBGRGT12903CC5019'
7735,Dennis O'Neill - Tre sonetti di Petrarca: III. I' vidi in terra angelici costumi - sonnet 156,2728470,377.75628,3.216,8,0.397,-27.905,1,0.176,342.877,66.807,3,0.609,b'TRBGRIM128F424E1D3'
7736,Angela Lashley - Too Far From The Tree,912671,196.17914,0.113,2,0.405,-14.85,1,0.509,189.928,97.79,1,0.0,b'TRBGRKJ128F4261513'
7737,Tim Wilson - It Takes A Village (To Raise A Nut) (Live),262418,154.27873,0.0,9,0.662,-8.073,1,0.684,148.579,92.755,4,0.507,b'TRBGRFB128F145DA2E'
7738,The Pharcyde - The Climb/Paranoia,5750094,247.11791,0.0,0,0.491,-5.178,0,0.41,244.791,161.853,4,0.628,b'TRBGRQE128F9353A29'
7739,Howie Day - Collide,3288469,277.002,0.078,10,0.598,-12.316,1,0.637,268.011,180.073,4,0.882,b'TRBGRXO128F4282115'
7740,Tyrone Wells - Need,4270201,204.59057,0.165,8,0.727,-7.162,0,0.689,201.421,159.9,4,0.629,b'TRBGRWH128F92E3551'
7741,Joe Lynn Turner - Baby's Got A Habit,6706332,239.35955,0.365,7,0.026,-6.545,1,0.294,225.884,122.414,4,0.389,b'TRBGRNH12903CF9685'
7742,Maximilian Hecker - Creep Live Version,4694146,330.63138,0.548,7,0.606,-13.527,1,0.628,311.043,70.784,1,0.0,b'TRBGRAN128F9339A1B'
7743,Knack - Dance Of Romance,2700028,215.64036,0.0,2,0.609,-7.742,1,0.584,206.118,110.462,4,0.052,b'TRBGRAL128F42480F9'
7744,Phil Collins - Everyday,435068,343.43138,0.299,3,1.0,-9.808,1,0.932,321.788,94.705,4,0.664,b'TRBGRIP128F147FCA6'
7745,Joe Bonamassa - Stop!,7798762,356.04853,0.0,4,0.404,-9.159,0,0.415,356.049,85.401,3,1.0,b'TRBGRVF12903C9F806'
7746,Emilio Tuero - Nostalgia,8491285,194.24608,0.0,0,0.618,-14.079,0,0.623,189.266,140.354,3,0.334,b'TRBGRLS12903CD13B4'
7747,Bitty McLean - Over The River,2402149,216.21506,0.177,0,0.942,-10.172,1,0.897,203.558,127.601,4,0.985,b'TRBGRGB128F4289283'
7748,Michèle Bernard - Amour noir N 7,4139836,136.98567,0.0,1,0.322,-14.293,0,0.644,124.865,64.958,4,0.67,b'TRBGRSI128F92C9D4E'
7749,Tim Wilson - Dale Darrell Waltrip Richard Petty Rusty Awesome Bill Irvin Gordon Earnhardt Smith...Johnson_ Jr. (Live),262425,123.58485,0.0,5,0.0,-6.059,0,0.112,120.099,169.428,1,0.0,b'TRBGULR128F145DA35'
7750,Silverstein - Defend You (Album Version),1322746,208.16934,0.0,4,0.4,-2.14,0,0.473,205.816,197.722,4,0.019,b'TRBGULP128F422F290'
7751,Sex Pistols - Looking For A Kiss,3805140,190.74567,0.276,4,0.336,-6.617,1,0.354,179.74,133.6,1,0.0,b'TRBGUSS128F92F94BB'
7752,The Jackson Southernaires - Somewhere In Between,2568660,338.12853,0.333,10,0.732,-11.685,1,0.441,328.133,90.846,4,0.816,b'TRBGUER128F422A0E6'
7753,El Gran Combo De Puerto Rico - No Hay Manera,5621557,271.64689,0.0,7,0.355,-7.537,0,0.444,267.865,192.417,4,0.797,b'TRBGUUF128F9334B97'
7754,David Bowie - Baal's Hymn,556780,243.06893,1.019,0,0.588,-10.502,1,0.561,239.52,141.816,3,0.312,b'TRBGUUE128F1494FB6'
7755,Fabolous - In My Hood (Explicit Album Version),91995,319.92118,0.0,1,0.6,-4.636,1,0.434,303.462,90.086,4,1.0,b'TRBGUTI128E07872F0'
7756,Carlos Nuñez - St Patrick's An Dro,3262802,213.89016,3.233,7,0.584,-8.295,0,0.357,207.192,162.442,4,0.709,b'TRBGUPV128F427BCBA'
7757,K's Choice - God In My Bed,3252896,183.09179,0.0,1,0.831,-14.469,1,0.804,174.991,87.679,3,0.293,b'TRBGUHX128F4279757'
7758,Black Sheep - Novakane,5179964,247.30077,0.135,1,0.547,-4.931,1,0.536,231.091,88.264,4,0.697,b'TRBGUHQ128F933699C'
7759,Dyango - Alma_ Corazón Y Vida,1672773,248.16281,0.101,6,0.929,-6.785,0,1.0,243.815,112.35,4,0.777,b'TRBGUKE128F42776B6'
7760,Bonita - It Could Never Be You,7931054,288.57424,0.346,5,0.577,-10.656,1,0.589,279.65,87.784,4,1.0,b'TRBGUII12903CBF930'
7761,Malkit Singh - Holli Holi Nach Kuriye,5983596,430.94159,0.0,5,0.536,-10.743,1,0.419,419.161,56.886,1,0.0,b'TRBGURA128F9316E7E'
7762,Radiohead - 2 + 2 = 5,2748243,198.47791,0.183,5,0.779,-5.636,0,0.645,196.058,149.492,1,0.526,b'TRBGIZH128F4252D9E'
7763,Janet Jackson Featuring Kanye West - My Baby (Feat. Kanye West),458700,257.14893,0.0,2,0.569,-6.946,0,0.569,250.329,191.406,4,0.575,b'TRBGIAQ128F1483BFE'
7764,The Gathering - Fear The Sea,8139725,348.44689,0.16,0,0.167,-5.817,1,0.318,345.687,131.502,4,0.416,b'TRBGITL12903CF2662'
7765,Mustafa Sandal - Beni Aglatma,3262214,202.9971,0.525,1,0.959,-11.772,0,0.822,192.865,85.0,4,0.64,b'TRBGICJ128F427BA9A'
7766,Ill Harmonics - Life,5193649,71.99302,2.072,0,0.026,-15.686,1,0.299,64.395,88.464,4,0.395,b'TRBGISC128F9339F08'
7767,Bruno Sanfilippo - The Flight of the serpentarius,856709,291.082,2.403,7,0.004,-23.779,0,0.301,281.995,146.008,5,0.807,b'TRBGIKK128EF35DF32'
7768,The Last Vegas - Another Lover,7116289,237.11302,0.0,9,0.342,-3.492,1,0.502,233.355,179.001,4,0.349,b'TRBGISL128F9342049'
7769,Schoolyard Heroes - The Last Man On Earth,2084623,202.00444,0.096,0,0.728,-12.826,1,0.592,191.263,117.58,4,0.583,b'TRBGIDU128F4241A2E'
7770,DJ Isaac - Focus,1113133,497.13587,0.16,6,0.533,-5.839,1,0.386,492.211,172.371,4,0.86,b'TRBGIPU128F4290454'
7771,Beneath The Sky - No Such Thing As Control (Album Version),1323097,275.9571,0.0,8,0.277,-3.996,1,0.411,271.569,84.159,1,0.363,b'TRBGITG128F422F3FB'
7772,Commander Cody And His Lost Planet Airmen - Cajun Baby (LP Version),369818,161.88036,0.194,2,0.859,-3.471,1,0.767,156.462,166.531,1,0.0,b'TRBGNGY128F14738B8'
7773,Vana - Village Dance,2654200,227.082,0.0,7,0.476,-9.527,0,0.558,222.058,146.606,4,0.579,b'TRBGNBC128F423DCD8'
7774,Sunnyland Slim - Midnight Jump,1887910,246.04689,0.519,7,0.566,-18.679,1,0.531,238.51,186.511,4,0.784,b'TRBGNHU128F4220469'
7775,Faiz Ali Faiz - Meeran Sad Laeen Je Toon,5850750,878.75873,0.137,6,0.875,-12.798,1,0.55,871.108,89.3,3,0.25,b'TRBGNVA128F92F6C7A'
7776,SUMO - Noche De Paz,5640418,127.05914,0.165,7,0.283,-5.454,1,0.443,127.059,105.434,4,0.0,b'TRBGNAF128F9339532'
7777,EPMD - For My People,510704,188.31628,4.743,10,0.82,-10.553,0,0.684,169.842,186.393,4,0.506,b'TRBGNNC128F148D427'
7778,Sonora Carruseles - Que Suene Mi Campana,2528184,264.07138,0.229,1,0.361,-5.878,1,0.583,259.065,80.672,7,0.638,b'TRBGNLU128F4221FF2'
7779,The Zebras - Marching,5467958,131.68281,1.16,4,0.295,-6.583,1,0.403,121.922,151.199,1,0.0,b'TRBGNLG128F930F891'
7780,T.I. - Respect This Hustle (Explicit Album Version),2272181,266.84036,0.165,1,0.555,-4.919,0,0.492,262.815,87.525,4,1.0,b'TRBGNUV128F426D20F'
7781,Naughty By Nature - Ring The Alarm,4759395,236.95628,0.0,7,0.693,-6.774,1,0.54,224.374,142.82,5,1.0,b'TRBGNUG128F92D43E2'
7782,Bad Religion - You Don't Belong,1083175,169.87383,0.218,7,0.761,-4.716,1,0.712,162.453,166.864,4,0.0,b'TRBGNQC128F428A9D1'
7783,Gwen Stefani - 4 In The Morning,1102374,294.19057,0.287,0,0.278,-6.805,1,0.396,284.549,124.517,4,0.0,b'TRBGNCL128F428F56F'
7784,Zbigniew Preisner - Leaving The Docks,3070718,87.45751,0.797,4,0.768,-25.221,0,0.704,87.458,120.234,4,0.326,b'TRBGNAF128F4253180'
7785,Marco Beltrami - 1001 Robots,665173,256.39138,4.098,6,0.192,-18.41,1,0.514,233.976,79.86,4,0.527,b'TRBGNPH128F14AD17E'
7786,Moist - Floating,6888683,302.28853,0.467,2,0.276,-20.869,0,0.368,289.622,104.989,4,0.449,b'TRBGNPF128F930AB9B'
7787,Eminem - Just Don't Give A Fuck,147889,242.62485,0.0,1,0.315,-2.198,1,0.403,236.495,90.18,4,0.93,b'TRBGNPE128E078EC14'
7788,Shade Sheist / N.U.N.E. / King Arthur - The Urban Gospel,590105,262.3473,0.287,11,0.062,-7.673,0,0.331,234.725,89.912,4,1.0,b'TRBGGLA128F149C2EB'
7789,bel canto - Rumour (Abstract Hip Hop Mix),2207830,78.49751,0.113,7,0.136,-17.795,1,0.471,73.985,106.936,4,1.0,b'TRBGGBF128F425E4D1'
7790,The Katinas - One More Time (Kennedy Center Homecoming Version),1500643,159.26812,0.0,0,0.373,-10.599,0,0.422,159.268,80.945,7,0.035,b'TRBGGTE128F424ECBC'
7791,The Distillers - Coral Fang (Album Version),79495,129.59302,0.0,9,0.078,-3.698,0,0.455,120.076,95.075,7,0.573,b'TRBGGFE128E0785AC0'
7792,Daryl Hall & John Oates - Rich Girl,3448851,216.34567,3.901,10,0.0,-5.745,1,0.0,216.346,178.825,4,0.244,b'TRBGGWQ128F42A88CF'
7793,Arc Angels - See What Tomorrow Brings,3505055,386.79465,0.173,8,0.37,-10.118,1,0.363,374.015,125.787,3,0.988,b'TRBGGYE128F42B63AB'
7794,Dan Hicks - He Don't Care (He's Stoned),7355977,159.9473,0.0,0,1.0,-32.535,1,1.0,156.578,72.357,1,0.0,b'TRBGGRU12903CAAA2D'
7795,Irini Merkouri - Ela Edo Kardia Mou,3470749,228.33587,2.258,3,0.527,-6.252,0,0.545,218.349,155.979,4,0.393,b'TRBGGUL128F42ADE30'
7796,Maracaibo 15 - 18 De Noviembre,5143804,171.98975,0.27,2,0.331,-8.002,1,0.406,163.741,181.002,1,0.0,b'TRBGGOT128F932DC65'
7797,Elakelaiset - Laakista humppa,1945322,67.3171,0.0,9,0.768,-2.421,0,0.594,67.317,116.338,1,0.0,b'TRBGGRK128F422CA7F'
7798,Remy Shand - The Second One,3875835,250.77506,0.0,10,0.46,-6.188,0,0.558,246.404,177.963,4,0.917,b'TRBGGOS128F9307FC5'
7799,Atomic Rooster - Take It For Granted,4932709,249.93914,0.206,9,0.959,-13.832,0,0.674,242.265,119.981,4,0.65,b'TRBGZUR128F92FD8ED'
7800,Rachel Loy - The Same Man (For Matthew),3272774,199.8624,2.374,7,0.694,-8.863,1,0.677,193.027,72.211,4,0.951,b'TRBGZQZ128F427E394'
7801,unloco - Nothing (Album Version),1898265,163.86567,0.113,1,0.469,-5.653,0,0.45,158.343,126.113,5,1.0,b'TRBGZYP128F4222C37'
7802,Caspa - Power Shower,7333911,272.32608,0.0,1,0.805,-6.852,0,0.551,269.886,93.382,1,1.0,b'TRBGZFI12903CA54B6'
7803,Earth - Endless Winter,2244592,525.47873,0.311,6,0.319,-8.575,0,0.546,518.693,121.847,4,0.539,b'TRBGZRZ128F42668B2'
7804,DJ Quik - Ladies And Thugs,810489,227.57832,0.172,11,0.021,-4.753,0,0.281,222.708,94.393,4,1.0,b'TRBGZQQ128EF354F69'
7805,Less Than Jake - Fucked,2527785,82.65098,0.0,9,0.765,-12.558,1,0.628,73.636,192.239,1,0.095,b'TRBGZLM128F4221E63'
7806,Bloc Party - Zephyrus,4787347,247.97995,0.0,6,0.355,-9.237,1,0.485,238.283,160.26,7,0.969,b'TRBGZKO128F92DB016'
7807,Hank Locklin - Let Me Be the One,7685626,150.282,0.404,7,0.776,-12.804,1,0.678,144.44,116.279,1,0.0,b'TRBGZRQ12903CFAAA4'
7808,Megadrums - Primal Forces,2206401,342.88281,0.0,0,1.0,-25.521,1,0.772,333.589,72.677,1,0.0,b'TRBGZED128F425DF76'
7809,Young-Holt Unlimited - Wichita Lineman (LP Version),541587,243.66975,0.0,2,0.594,-12.77,0,0.504,236.832,98.072,1,0.242,b'TRBGZBM128F14928A3'
7810,Joe Lopez - Me Duele,17428,199.36608,0.229,0,0.65,-7.434,1,0.525,195.21,161.979,3,0.246,b'TRBGTPL128E0783C11'
7811,Harvey Averne - Accept Me,8653459,168.93342,0.665,5,0.378,-15.321,1,0.62,160.705,81.311,4,0.902,b'TRBGTAB12903CF8B83'
7812,"Solomon - Piano Sonata No. 29 in B flat major Op. 106  ""Hammerklavier"" (2005 Digital Remaster): II.     Scherzo (Assai vivace) - Presto",3083144,150.56934,0.826,5,0.659,-21.835,0,0.509,141.827,68.742,1,0.0,b'TRBGTCB128F42548C2'
7813,Jesus Jones - Nothing To Hold Me,757255,201.16853,0.566,2,0.459,-13.419,1,0.427,189.835,66.246,3,0.583,b'TRBGTZD128EF34B6C3'
7814,Christie Hennessy - Rick's Cafe,704357,246.15138,2.92,5,0.922,-10.23,1,0.824,228.67,143.844,4,0.0,b'TRBGTLW128EF34095C'
7815,Nana Caymmi - Palavras,444260,233.24689,0.0,4,0.505,-11.638,0,0.49,217.554,99.133,4,0.0,b'TRBGTNZ128F1481BBD'
7816,Aesop Rock - Coma,1867150,236.64281,0.115,8,0.709,-8.025,1,0.605,231.149,86.918,4,0.788,b'TRBGTPK128F429E5D5'
7817,Glen Ricks - For All We Know,7098647,215.74485,0.0,7,0.502,-10.635,0,0.667,203.25,174.856,4,0.803,b'TRBGTHM128F933DBB1'
7818,Tomorrow - Blow-Up (Outtake),8309709,113.26649,0.148,9,0.587,-10.445,1,0.565,109.859,156.957,4,0.648,b'TRBGSIG12903CA502C'
7819,Groundhogs - Still a Fool,6813097,1023.86893,0.0,4,0.327,-13.806,1,0.274,1017.353,126.57,3,0.555,b'TRBGSJX128F92F863D'
7820,Hélio Ziskind - Carre Cutia,6155084,148.50567,0.369,9,0.029,-12.802,0,0.406,133.195,118.027,4,0.0,b'TRBGSJO128F93406CE'
7821,Frank Ifield - I'll Be Around,3790866,151.71873,0.322,0,0.569,-9.64,1,0.565,144.115,109.402,4,0.0,b'TRBGSCJ128F92F6D47'
7822,King Swamp - Glow,6726244,341.002,0.096,7,0.595,-14.656,1,0.667,328.911,172.054,4,0.783,b'TRBGSVO12903CFE3AE'
7823,Fito Paez - Tercer Mundo,354924,284.26404,3.193,7,0.506,-7.107,1,0.361,269.137,97.865,4,1.0,b'TRBGSAQ128F1470B41'
7824,Bill Engvall - Getting Old Sucks (Album Version),588664,132.96281,0.0,11,0.058,-12.451,1,0.347,132.963,80.162,7,0.657,b'TRBGSGY128F149BE49'
7825,Brian Dullaghan - The Wedding,7524326,147.80036,0.502,8,0.725,-14.908,1,0.694,140.817,99.863,3,1.0,b'TRBGSTS12903CD3528'
7826,The Crystal Method - Keep Hope Alive,6836861,341.08036,0.183,7,0.792,-9.276,1,0.604,336.742,188.018,5,1.0,b'TRBGSCR128F92FE2AE'
7827,Los Chunguitos - La Medalla,1765369,215.32689,0.271,1,0.488,-5.55,1,0.329,199.303,103.886,4,0.161,b'TRBGSMY128F428D6BE'
7828,Johnny Pacheco - Viralo Al Reves,8041909,334.52363,0.172,5,0.017,-10.401,1,0.107,327.982,107.329,4,0.694,b'TRBGSVD12903CDA8B8'
7829,Bob Carlisle - Watched By An Angel,5925698,274.54649,2.937,1,0.0,-7.484,1,0.0,254.845,85.979,4,0.108,b'TRBGSBH128F93090D9'
7830,Furry Lewis - Judge Harsh Blues (Tk. 1),1031142,151.97995,0.466,6,0.19,-15.39,0,0.354,142.965,123.111,4,0.918,b'TRBGADW128F427E133'
7831,"Bobby Darin - Theme From ""Come September"" (LP Version)",1432851,155.6371,0.322,0,0.118,-15.437,1,0.468,146.204,108.462,4,0.732,b'TRBGAVN128F424142C'
7832,Jennifer Lopez - I'm Glad,3263527,224.39138,2.972,5,0.673,-5.229,0,0.595,212.213,93.95,4,0.132,b'TRBGASN128F427BF8F'
7833,Vincent Baguian - Chanson Populaire,4115389,167.65342,0.313,9,0.355,-8.131,1,0.336,164.78,88.24,4,0.895,b'TRBGAUU128F93382E0'
7834,David Rose & His Orchestra - One Love,6407329,179.98322,0.0,10,0.227,-16.877,1,0.259,165.837,84.688,4,1.0,b'TRBGAXJ12903CB10B1'
7835,Dark Shadows - Carolyn & Barnabas,461910,79.80363,0.196,1,1.0,-22.356,1,1.0,71.303,158.389,1,0.0,b'TRBGADY128F148435D'
7836,Najoua Belyzel - Ma vie n'est pas la tienne (album),7534525,237.71383,0.131,6,0.0,-7.881,0,0.075,229.959,112.965,4,0.542,b'TRBGACK12903CD5CF5'
7837,Jane Winther - Singing  Bowls_Saxophone & Voice,2378855,329.42975,21.792,2,0.486,-21.207,0,0.581,299.183,76.009,3,0.761,b'TRBGAUG128F428378E'
7838,Seventh Day Slumber - Famous One,4443070,265.82159,0.127,5,0.558,-5.742,1,0.606,261.05,118.62,4,0.85,b'TRBGAWQ128F9305F25'
7839,Dakis - Min Xechnas (Forse),8816129,186.87955,0.282,4,0.448,-10.836,1,0.379,168.014,137.289,1,0.0,b'TRBGFXJ12903CAC91E'
7840,Marc Shaiman - Best In LA,2074341,81.18812,3.698,5,0.049,-25.359,0,0.45,71.425,69.919,3,1.0,b'TRBGFOD128F423F43E'
7841,Norman Howard - The Sound From There,2442488,417.48853,2.043,1,0.76,-21.69,1,0.608,406.239,53.354,4,0.714,b'TRBGFAX128F4291A66'
7842,Bobby Pulido - La Bruja Chafa,1666799,182.80444,0.311,2,0.672,-9.039,1,0.524,171.828,179.318,1,0.0,b'TRBGFAX128F4275F56'
7843,Francis Lai - La Valse De La Cour (BOF Mayerling),559856,183.92771,0.414,7,0.005,-10.976,1,0.18,177.58,63.991,4,0.0,b'TRBGFNK128F1495B8B'
7844,Nightswimmer - Splitting The Seconds,6492774,279.19628,2.635,0,0.668,-10.78,1,0.408,273.85,119.885,4,0.781,b'TRBGFKJ12903CC575F'
7845,Alice Cooper - Goin' To The River,6340607,210.54649,0.0,11,0.563,-10.992,0,0.369,200.806,140.456,4,0.0,b'TRBGFUW12903CA0E6B'
7846,Eden's Bridge - Shout For Joy  (Celtic Psalms Album Version),299868,170.73587,0.264,2,0.029,-13.316,1,0.483,159.858,90.121,4,0.458,b'TRBGFLG128F1465AFD'
7847,The Gathering - Locked Away,7714027,203.49342,0.316,6,0.107,-7.913,0,0.492,189.306,91.003,3,1.0,b'TRBGFXC12903D01967'
7848,Richard Galliano_ Jean-Charles Capon_ Gilles Perrin - Sing Me Softly of the Blues,8118208,347.6371,0.851,9,0.52,-19.34,1,0.448,337.212,103.69,3,1.0,b'TRBGFJP12903CED260'
7849,H-Town - Here We Go Again,2696739,238.94159,0.0,11,0.704,-9.911,0,0.629,230.052,99.81,7,0.907,b'TRBGFYI128F424742D'
7850,Vulture Industries - The Benevolent Path,7765771,379.29751,0.0,7,0.435,-3.738,0,0.455,379.298,100.078,4,1.0,b'TRBGOWY12903D0E2A0'
7851,Astarte - Voyage to eternal Life,1341550,568.78975,0.566,0,0.355,-5.408,1,0.357,556.64,128.518,4,0.774,b'TRBGOPC128F4231959'
